utIndex	utLat (deg)	utLon (deg)	Av DL (Mbps)	Av UL (Mbps)	Max DL (Mbps)	Max UL (Mbps)
293	54.8672	14.6746	40	20	100	40
294	56.3081	17.1155	40	20	100	40
295	58.2366	20.9495	40	20	100	40
296	57.8233	22.9557	40	20	100	40
297	59.7914	21.7957	40	20	100	40
298	57.7077	20.7040	40	20	100	40
299	57.6147	22.7403	40	20	100	40
300	58.1789	23.5143	40	20	100	40
301	59.1173	20.8356	40	20	100	40
302	57.1755	21.4393	40	20	100	40
303	58.8057	23.4069	40	20	100	40
304	55.0814	20.8673	40	20	100	40
305	59.9374	24.5063	40	20	100	40
306	58.3379	23.6492	40	20	100	40
307	55.7580	20.3320	40	20	100	40
308	58.4796	21.0230	40	20	100	40
309	58.8866	20.2407	40	20	100	40
310	58.0936	24.3337	40	20	100	40
311	56.5397	20.4677	40	20	100	40
312	57.6815	24.0954	40	20	100	40
313	59.1384	20.4451	40	20	100	40
314	59.5150	23.7094	40	20	100	40
315	55.0152	146.0527	40	20	100	40
316	55.2341	148.6957	40	20	100	40
317	53.0364	141.4777	40	20	100	40
318	54.0571	146.1486	40	20	100	40
319	51.8327	152.4921	40	20	100	40
320	53.5696	153.3946	40	20	100	40
321	55.5458	152.6020	40	20	100	40
322	55.1075	154.7543	40	20	100	40
323	52.8301	162.8787	40	20	100	40
324	58.0134	162.0868	40	20	100	40
325	53.3214	162.3634	40	20	100	40
326	59.8149	177.7215	40	20	100	40
327	52.1470	177.9025	40	20	100	40
328	46.5388	-174.7012	40	20	100	40
329	41.2422	-178.4150	40	20	100	40
330	47.5208	-174.4509	40	20	100	40
331	48.7973	-167.3063	40	20	100	40
332	47.4534	-164.8884	40	20	100	40
333	46.8511	-162.2708	40	20	100	40
334	44.9002	-159.8076	40	20	100	40
335	43.0143	-153.8456	40	20	100	40
336	47.6970	-145.5311	40	20	100	40
337	44.3555	-135.8113	40	20	100	40
338	42.9387	-139.7049	40	20	100	40
339	40.3410	-139.3968	40	20	100	40
340	45.8562	-128.1876	40	20	100	40
341	43.3324	-128.3493	40	20	100	40
342	44.2316	-125.6328	40	20	100	40
343	47.6485	-129.6435	40	20	100	40
344	42.3229	-129.2708	40	20	100	40
345	43.8203	-126.0572	40	20	100	40
346	49.1392	-127.8568	40	20	100	40
347	49.2742	-127.5181	40	20	100	40
348	46.9676	-90.2019	40	20	100	40
349	44.6728	-80.2863	40	20	100	40
350	49.8042	-88.2940	40	20	100	40
351	48.4335	-87.9409	40	20	100	40
352	45.2943	-87.2422	40	20	100	40
353	41.0826	-70.3122	40	20	100	40
354	43.6050	-76.2522	40	20	100	40
355	44.1738	-77.3486	40	20	100	40
356	40.9789	-71.8779	40	20	100	40
357	43.8541	-70.0300	40	20	100	40
358	42.8621	-70.5995	40	20	100	40
359	42.7419	-79.1650	40	20	100	40
360	41.4228	-64.7832	40	20	100	40
361	48.8806	-60.4114	40	20	100	40
362	44.9058	-66.5955	40	20	100	40
363	42.8580	-60.9440	40	20	100	40
364	48.1134	-65.7513	40	20	100	40
365	44.8860	-58.0627	40	20	100	40
366	45.7197	-56.2593	40	20	100	40
367	45.2567	-51.2702	40	20	100	40
368	45.2105	-56.8647	40	20	100	40
369	43.7566	-42.1195	40	20	100	40
370	44.9626	-40.0084	40	20	100	40
371	40.4747	-45.9092	40	20	100	40
372	48.0374	-31.6328	40	20	100	40
373	47.5276	-38.5258	40	20	100	40
374	46.1354	-33.6194	40	20	100	40
375	45.6302	-21.8728	40	20	100	40
376	44.1605	-23.9312	40	20	100	40
377	49.9482	-22.1991	40	20	100	40
378	42.8037	-26.4885	40	20	100	40
379	43.9006	-15.1869	40	20	100	40
380	44.6702	-10.4518	40	20	100	40
381	40.9772	-17.4663	40	20	100	40
382	42.0675	-13.0143	40	20	100	40
383	46.5980	-9.1839	40	20	100	40
384	42.4666	-9.2422	40	20	100	40
385	46.8846	-9.8253	40	20	100	40
386	44.4605	-9.1218	40	20	100	40
387	46.9607	-5.1871	40	20	100	40
388	43.8006	-6.6104	40	20	100	40
389	49.9917	-9.2597	40	20	100	40
390	45.7226	-7.3339	40	20	100	40
391	44.6485	-4.2759	40	20	100	40
392	49.3318	-2.9388	40	20	100	40
393	49.2679	-3.9558	40	20	100	40
394	43.3727	-9.0750	40	20	100	40
395	40.5124	0.6886	40	20	100	40
396	41.4982	4.1749	40	20	100	40
397	42.1226	8.0149	40	20	100	40
398	41.7251	8.8439	40	20	100	40
399	43.8315	8.8312	40	20	100	40
400	40.6197	5.3991	40	20	100	40
401	40.6607	1.7266	40	20	100	40
402	43.0116	9.0669	40	20	100	40
403	41.4730	4.8446	40	20	100	40
404	44.4255	14.0178	40	20	100	40
405	40.9581	17.7711	40	20	100	40
406	41.2679	10.2566	40	20	100	40
407	41.6557	18.2872	40	20	100	40
408	42.7817	10.3221	40	20	100	40
409	41.9367	11.0391	40	20	100	40
410	41.1627	10.3930	40	20	100	40
411	42.9242	14.6267	40	20	100	40
412	43.0272	15.4079	40	20	100	40
413	40.1046	13.9858	40	20	100	40
414	43.9697	28.7915	40	20	100	40
415	44.3847	29.7813	40	20	100	40
416	40.0597	25.1854	40	20	100	40
417	43.2096	29.7186	40	20	100	40
418	44.7633	29.6889	40	20	100	40
419	40.0412	23.0355	40	20	100	40
420	43.8763	29.5546	40	20	100	40
421	41.3845	28.8412	40	20	100	40
422	40.2536	23.2210	40	20	100	40
423	42.0663	28.9693	40	20	100	40
424	40.4963	25.0697	40	20	100	40
425	42.6115	29.9129	40	20	100	40
426	43.9469	29.3782	40	20	100	40
427	41.9029	28.8813	40	20	100	40
428	44.1040	29.3524	40	20	100	40
429	42.1957	28.1760	40	20	100	40
430	42.6318	29.5898	40	20	100	40
431	46.3731	35.3438	40	20	100	40
432	43.9317	31.8349	40	20	100	40
433	42.2121	32.3074	40	20	100	40
434	46.0430	31.3777	40	20	100	40
435	41.8269	38.4836	40	20	100	40
436	41.3574	38.4615	40	20	100	40
437	43.3703	34.3389	40	20	100	40
438	43.4691	30.2074	40	20	100	40
439	43.7474	34.6545	40	20	100	40
440	42.7663	37.3258	40	20	100	40
441	41.9109	32.8865	40	20	100	40
442	42.0931	36.9110	40	20	100	40
443	42.5304	36.9167	40	20	100	40
444	42.2254	32.5710	40	20	100	40
445	42.7637	37.6792	40	20	100	40
446	45.0485	138.3837	40	20	100	40
447	42.6543	138.8342	40	20	100	40
448	43.0949	132.1135	40	20	100	40
449	47.5318	139.9078	40	20	100	40
450	44.7351	136.2782	40	20	100	40
451	42.7709	135.9383	40	20	100	40
452	42.0577	135.2530	40	20	100	40
453	44.1330	136.1557	40	20	100	40
454	48.5859	140.1941	40	20	100	40
455	49.1669	145.4075	40	20	100	40
456	45.0932	143.7123	40	20	100	40
457	41.3364	141.4379	40	20	100	40
458	41.2617	146.0219	40	20	100	40
459	44.2380	146.6289	40	20	100	40
460	46.7553	149.8439	40	20	100	40
461	40.0587	148.7177	40	20	100	40
462	46.6926	155.2513	40	20	100	40
463	48.0101	151.9572	40	20	100	40
464	49.6533	150.8525	40	20	100	40
465	44.0338	163.4895	40	20	100	40
466	46.7607	164.3971	40	20	100	40
467	43.1965	161.3736	40	20	100	40
468	47.1510	170.9083	40	20	100	40
469	42.8513	178.0834	40	20	100	40
470	49.8712	170.4473	40	20	100	40
471	37.3172	-172.2931	40	20	100	40
472	34.6565	-179.9871	40	20	100	40
473	30.9124	-174.3463	40	20	100	40
474	31.4335	-164.9298	40	20	100	40
475	31.6989	-162.5005	40	20	100	40
476	31.9244	-164.3226	40	20	100	40
477	33.5132	-156.4553	40	20	100	40
478	33.6906	-152.3632	40	20	100	40
479	32.7226	-159.0039	40	20	100	40
480	38.4456	-145.1152	40	20	100	40
481	30.8344	-141.2638	40	20	100	40
482	36.8578	-144.8525	40	20	100	40
483	33.6834	-135.2499	40	20	100	40
484	36.1383	-131.7746	40	20	100	40
485	32.5787	-121.1295	40	20	100	40
486	37.5333	-126.7058	40	20	100	40
487	30.1514	-128.6844	40	20	100	40
488	30.1572	-124.5160	40	20	100	40
489	33.6450	-122.1224	40	20	100	40
490	32.6739	-118.2304	40	20	100	40
491	30.3234	-114.2738	40	20	100	40
492	31.7828	-119.3325	40	20	100	40
493	30.3486	-118.8012	40	20	100	40
494	30.5724	-117.5396	40	20	100	40
495	31.3653	-118.0552	40	20	100	40
496	32.6428	-119.2095	40	20	100	40
497	32.6089	-117.6048	40	20	100	40
498	30.0070	-93.7977	40	20	100	40
499	30.2650	-90.2618	40	20	100	40
500	30.0198	-90.0325	40	20	100	40
501	30.3602	-90.1121	40	20	100	40
502	30.2722	-88.7415	40	20	100	40
503	31.2185	-80.6528	40	20	100	40
504	32.6538	-80.1373	40	20	100	40
505	30.1972	-80.4484	40	20	100	40
506	31.8520	-81.2247	40	20	100	40
507	33.4310	-73.6173	40	20	100	40
508	30.0084	-72.0994	40	20	100	40
509	33.0957	-77.3007	40	20	100	40
510	34.3843	-72.9776	40	20	100	40
511	35.3702	-72.9191	40	20	100	40
512	32.4023	-77.9349	40	20	100	40
513	33.1382	-76.7097	40	20	100	40
514	34.0760	-67.3423	40	20	100	40
515	36.9652	-66.3987	40	20	100	40
516	32.6022	-60.5385	40	20	100	40
517	35.1001	-62.4566	40	20	100	40
518	34.1630	-59.3462	40	20	100	40
519	31.3159	-55.3151	40	20	100	40
520	32.2074	-53.0547	40	20	100	40
521	32.9008	-44.7487	40	20	100	40
522	30.9579	-42.9233	40	20	100	40
523	39.5200	-45.8245	40	20	100	40
524	34.6041	-49.8656	40	20	100	40
525	33.7715	-38.8178	40	20	100	40
526	39.0872	-36.7492	40	20	100	40
527	35.5121	-36.8267	40	20	100	40
528	34.5281	-39.7354	40	20	100	40
529	30.6876	-21.5683	40	20	100	40
530	39.6220	-27.0314	40	20	100	40
531	38.0994	-24.4823	40	20	100	40
532	33.6766	-24.3313	40	20	100	40
533	39.9038	-17.1344	40	20	100	40
534	31.0484	-13.1674	40	20	100	40
535	35.2733	-18.4378	40	20	100	40
536	35.5620	-10.1107	40	20	100	40
537	34.6163	-14.5306	40	20	100	40
538	33.6176	-11.5582	40	20	100	40
539	33.7514	-8.5938	40	20	100	40
540	37.7271	-0.4074	40	20	100	40
541	30.2082	-9.6421	40	20	100	40
542	37.4872	-0.9781	40	20	100	40
543	37.3241	-9.4601	40	20	100	40
544	34.6395	-9.7672	40	20	100	40
545	36.2027	-2.9412	40	20	100	40
546	36.1676	-8.9826	40	20	100	40
547	36.1832	-4.4904	40	20	100	40
548	36.9552	-0.9542	40	20	100	40
549	36.8461	-9.3994	40	20	100	40
550	38.0880	-0.3461	40	20	100	40
551	36.3688	-6.9893	40	20	100	40
552	39.9528	-8.9267	40	20	100	40
553	34.2082	-8.8944	40	20	100	40
554	36.4394	-9.4194	40	20	100	40
555	36.9908	8.0835	40	20	100	40
556	39.0776	8.2431	40	20	100	40
557	38.8589	9.4687	40	20	100	40
558	39.2820	8.2044	40	20	100	40
559	37.4110	9.8737	40	20	100	40
560	39.3809	5.6139	40	20	100	40
561	38.5440	8.4856	40	20	100	40
562	38.4896	8.2946	40	20	100	40
563	37.1896	4.2984	40	20	100	40
564	37.1704	0.2557	40	20	100	40
565	39.6837	11.2630	40	20	100	40
566	36.9588	17.3982	40	20	100	40
567	37.3835	17.7993	40	20	100	40
568	34.7552	17.7306	40	20	100	40
569	36.1764	13.5781	40	20	100	40
570	33.4089	15.0599	40	20	100	40
571	33.9950	19.8205	40	20	100	40
572	35.1651	12.9780	40	20	100	40
573	32.6079	16.1599	40	20	100	40
574	32.8702	17.5603	40	20	100	40
575	33.4879	11.2905	40	20	100	40
576	38.2615	15.1354	40	20	100	40
577	36.0294	13.9184	40	20	100	40
578	34.4126	27.3780	40	20	100	40
579	31.8679	27.9742	40	20	100	40
580	37.8528	25.2727	40	20	100	40
581	37.1941	27.3601	40	20	100	40
582	38.6856	24.9002	40	20	100	40
583	35.8892	24.5172	40	20	100	40
584	38.9746	20.0123	40	20	100	40
585	33.8583	25.8323	40	20	100	40
586	36.8488	26.6432	40	20	100	40
587	35.9577	25.2039	40	20	100	40
588	38.2793	22.2199	40	20	100	40
589	34.5477	24.4135	40	20	100	40
590	36.6717	26.7794	40	20	100	40
591	34.3499	26.9919	40	20	100	40
592	34.1800	29.1509	40	20	100	40
593	37.6813	23.6008	40	20	100	40
594	34.2141	27.1254	40	20	100	40
595	32.7360	34.6785	40	20	100	40
596	35.3191	34.3307	40	20	100	40
597	35.8612	33.6714	40	20	100	40
598	33.6753	30.8360	40	20	100	40
599	36.0266	32.0004	40	20	100	40
600	35.0222	35.7435	40	20	100	40
601	35.9866	30.6353	40	20	100	40
602	35.1500	30.7739	40	20	100	40
603	34.0554	30.9305	40	20	100	40
604	35.7287	35.6270	40	20	100	40
605	32.3822	33.8780	40	20	100	40
606	31.4985	30.9728	40	20	100	40
607	34.8024	33.8969	40	20	100	40
608	38.4610	42.8513	40	20	100	40
609	37.8792	49.2605	40	20	100	40
610	38.0502	49.0631	40	20	100	40
611	37.5747	125.1267	40	20	100	40
612	32.8029	129.0756	40	20	100	40
613	39.9837	129.9797	40	20	100	40
614	36.9558	129.4945	40	20	100	40
615	33.0817	124.7530	40	20	100	40
616	31.6941	128.7678	40	20	100	40
617	31.3456	129.2813	40	20	100	40
618	31.7459	123.4908	40	20	100	40
619	31.0746	125.7597	40	20	100	40
620	33.7500	121.1018	40	20	100	40
621	33.4303	122.8305	40	20	100	40
622	30.0921	129.5013	40	20	100	40
623	33.8414	128.1710	40	20	100	40
624	35.3130	120.2586	40	20	100	40
625	34.2618	127.7652	40	20	100	40
626	34.6300	126.3824	40	20	100	40
627	39.2490	128.9143	40	20	100	40
628	39.6566	129.9000	40	20	100	40
629	36.9351	123.8130	40	20	100	40
630	34.6381	128.7514	40	20	100	40
631	35.5909	120.6648	40	20	100	40
632	34.6423	124.3599	40	20	100	40
633	33.6461	122.7927	40	20	100	40
634	37.7344	124.7359	40	20	100	40
635	30.7497	125.3676	40	20	100	40
636	30.0020	129.1601	40	20	100	40
637	32.1590	129.8484	40	20	100	40
638	32.7033	124.2594	40	20	100	40
639	35.9633	123.2503	40	20	100	40
640	39.2267	128.5044	40	20	100	40
641	38.4640	120.6029	40	20	100	40
642	39.9246	121.5968	40	20	100	40
643	38.8279	120.8670	40	20	100	40
644	37.8266	125.2462	40	20	100	40
645	31.8108	124.0938	40	20	100	40
646	36.4388	125.4754	40	20	100	40
647	30.1216	125.2196	40	20	100	40
648	37.9956	120.9816	40	20	100	40
649	36.3696	122.1732	40	20	100	40
650	34.9013	120.2800	40	20	100	40
651	31.0007	126.9558	40	20	100	40
652	33.4242	122.6450	40	20	100	40
653	35.9806	120.6331	40	20	100	40
654	31.5550	124.8368	40	20	100	40
655	34.5332	121.3907	40	20	100	40
656	39.3066	130.5644	40	20	100	40
657	39.6018	131.3319	40	20	100	40
658	36.7308	134.4201	40	20	100	40
659	38.4164	131.8195	40	20	100	40
660	32.9511	136.9419	40	20	100	40
661	30.5732	137.9161	40	20	100	40
662	31.1819	131.4639	40	20	100	40
663	31.7998	137.9202	40	20	100	40
664	33.0538	139.1464	40	20	100	40
665	37.0049	133.8045	40	20	100	40
666	38.0667	137.3913	40	20	100	40
667	32.6643	132.9677	40	20	100	40
668	30.6490	138.3558	40	20	100	40
669	34.3342	138.7658	40	20	100	40
670	33.8836	139.4365	40	20	100	40
671	32.2450	138.8713	40	20	100	40
672	38.2406	136.1758	40	20	100	40
673	30.7360	137.1864	40	20	100	40
674	37.9501	137.0611	40	20	100	40
675	31.4218	130.7096	40	20	100	40
676	30.6928	139.2959	40	20	100	40
677	32.1558	144.5081	40	20	100	40
678	30.1469	142.7398	40	20	100	40
679	34.5634	141.8816	40	20	100	40
680	31.8991	145.1817	40	20	100	40
